FeedbackId,FeedbackNumber,Ticket,Park,Ride,SubmittedAt,Channel,Rating,Sentiment,Topic,Summary,RequiresFollowUp
181,FDB0000181,2104,4,53,2026-07-25T05:00:00Z,MOBILE_SURVEY,3,NEUTRAL,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
182,FDB0000182,775,6,,2026-07-14T21:30:00Z,EMAIL,3,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
183,FDB0000183,537,3,89,2026-06-03T13:15:00Z,SMS,4,NEUTRAL,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
184,FDB0000184,3177,5,47,2026-08-03T09:00:00Z,CHATBOT,1,NEGATIVE,MASCOT_EXPERIENCE,photo timing around the character greeting felt rushed,True
185,FDB0000185,3150,5,,2026-06-02T07:45:00Z,MOBILE_SURVEY,2,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,True
186,FDB0000186,1944,5,45,2026-06-13T16:30:00Z,MOBILE_SURVEY,2,NEGATIVE,WAIT_TIME,wait time information changed too often in the app,True
187,FDB0000187,785,6,64,2026-05-26T18:00:00Z,KIOSK,5,NEUTRAL,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
188,FDB0000188,2233,5,47,2026-05-18T04:30:00Z,SMS,5,POSITIVE,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
189,FDB0000189,1578,6,64,2026-05-14T18:00:00Z,EMAIL,5,NEUTRAL,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
190,FDB0000190,301,3,,2026-07-26T07:30:00Z,EMAIL,4,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
191,FDB0000191,3273,5,,2026-07-16T08:15:00Z,CHATBOT,4,NEUTRAL,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
192,FDB0000192,2860,1,37,2026-07-28T17:30:00Z,EMAIL,2,NEGATIVE,WAIT_TIME,line management felt confusing during the busiest hour,True
193,FDB0000193,1619,1,,2026-07-04T23:00:00Z,MOBILE_SURVEY,5,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
194,FDB0000194,2353,3,,2026-07-07T21:45:00Z,EMAIL,4,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
195,FDB0000195,354,5,,2026-07-22T06:00:00Z,KIOSK,5,POSITIVE,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
196,FDB0000196,232,3,13,2026-07-15T06:00:00Z,EMAIL,5,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
197,FDB0000197,2222,3,,2026-06-18T14:45:00Z,MOBILE_SURVEY,5,POSITIVE,VALUE,mobile offers made the day feel better priced,False
198,FDB0000198,44,5,,2026-07-20T04:15:00Z,MOBILE_SURVEY,4,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
199,FDB0000199,943,5,,2026-08-12T06:30:00Z,MOBILE_SURVEY,2,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,True
200,FDB0000200,1687,3,57,2026-05-19T11:30:00Z,KIOSK,5,NEUTRAL,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
201,FDB0000201,3611,1,50,2026-06-30T17:15:00Z,KIOSK,2,NEGATIVE,RIDE_DOWNTIME,multiple closures made the headline attraction hard to enjoy,True
202,FDB0000202,71,3,,2026-08-08T22:00:00Z,EMAIL,2,NEGATIVE,VALUE,food and add-ons pushed the visit above expectations,True
203,FDB0000203,817,2,80,2026-05-20T04:45:00Z,MOBILE_SURVEY,3,POSITIVE,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
204,FDB0000204,142,1,71,2026-06-10T13:30:00Z,EMAIL,5,NEUTRAL,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
205,FDB0000205,3514,2,,2026-08-21T23:30:00Z,SMS,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
206,FDB0000206,1226,4,,2026-07-12T11:45:00Z,CHATBOT,3,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
207,FDB0000207,3100,5,,2026-05-12T19:15:00Z,MOBILE_SURVEY,1,NEGATIVE,VALUE,premium access pricing was hard to justify,True
208,FDB0000208,1571,3,,2026-08-26T23:00:00Z,MOBILE_SURVEY,3,POSITIVE,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
209,FDB0000209,156,4,,2026-07-12T06:00:00Z,SMS,1,NEGATIVE,VALUE,the experience felt expensive once extras were added,True
210,FDB0000210,3006,5,,2026-06-27T08:30:00Z,MOBILE_SURVEY,2,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,True
211,FDB0000211,3591,5,9,2026-06-28T14:45:00Z,KIOSK,4,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
212,FDB0000212,2080,3,,2026-06-29T14:00:00Z,EMAIL,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
213,FDB0000213,68,3,,2026-07-11T01:45:00Z,CHATBOT,4,NEUTRAL,VALUE,the ticket felt worth it once the add-ons were used,False
214,FDB0000214,1551,4,,2026-05-29T04:45:00Z,CHATBOT,4,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
215,FDB0000215,2807,4,,2026-05-07T23:30:00Z,EMAIL,4,POSITIVE,CLEANLINESS,restrooms and public walkways stayed clean all day,False
216,FDB0000216,990,2,34,2026-07-23T07:15:00Z,MOBILE_SURVEY,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
217,FDB0000217,3277,3,74,2026-07-08T02:30:00Z,EMAIL,5,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
218,FDB0000218,647,2,90,2026-08-11T20:15:00Z,SMS,2,NEGATIVE,ACCESSIBILITY,support was available but not communicated clearly enough,True
219,FDB0000219,2243,5,9,2026-06-07T03:00:00Z,EMAIL,3,NEGATIVE,WAIT_TIME,the queue moved slowly and updates were inconsistent,False
220,FDB0000220,1795,3,111,2026-05-11T02:15:00Z,MOBILE_SURVEY,2,NEGATIVE,RIDE_DOWNTIME,the ride went down with very little communication,True
221,FDB0000221,1213,5,22,2026-07-11T14:45:00Z,MOBILE_SURVEY,5,NEUTRAL,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
222,FDB0000222,276,3,111,2026-07-09T10:45:00Z,MOBILE_SURVEY,5,NEUTRAL,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
223,FDB0000223,4193,1,,2026-08-25T08:15:00Z,EMAIL,2,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
224,FDB0000224,1037,1,33,2026-07-15T17:15:00Z,MOBILE_SURVEY,5,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
225,FDB0000225,487,2,91,2026-05-07T07:15:00Z,MOBILE_SURVEY,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
226,FDB0000226,2737,3,,2026-08-28T13:15:00Z,EMAIL,3,NEUTRAL,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
227,FDB0000227,2200,3,69,2026-06-17T06:45:00Z,MOBILE_SURVEY,3,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
228,FDB0000228,1765,3,40,2026-08-01T05:30:00Z,EMAIL,5,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
229,FDB0000229,307,6,14,2026-06-20T01:15:00Z,MOBILE_SURVEY,4,NEUTRAL,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
230,FDB0000230,2765,3,,2026-07-09T04:15:00Z,EMAIL,2,NEGATIVE,CLEANLINESS,restroom upkeep fell behind the crowd volume,True
231,FDB0000231,3269,5,,2026-05-22T03:45:00Z,EMAIL,4,NEUTRAL,CLEANLINESS,the park looked polished even during the afternoon rush,False
232,FDB0000232,994,2,,2026-05-24T20:30:00Z,EMAIL,2,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
233,FDB0000233,2576,3,,2026-07-27T13:00:00Z,MOBILE_SURVEY,5,NEUTRAL,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
234,FDB0000234,1375,2,34,2026-08-25T19:30:00Z,MOBILE_SURVEY,5,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
235,FDB0000235,1813,6,14,2026-05-03T14:00:00Z,CHATBOT,4,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
236,FDB0000236,3056,5,,2026-05-09T09:15:00Z,KIOSK,2,NEGATIVE,CLEANLINESS,trash overflow was noticeable in one of the busiest zones,True
237,FDB0000237,544,3,8,2026-07-10T19:30:00Z,MOBILE_SURVEY,4,POSITIVE,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
238,FDB0000238,468,2,,2026-06-23T05:45:00Z,EMAIL,5,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
239,FDB0000239,1170,6,,2026-06-15T19:30:00Z,SMS,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
240,FDB0000240,1533,5,22,2026-07-15T15:15:00Z,EMAIL,4,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
241,FDB0000241,323,3,97,2026-06-16T18:45:00Z,EMAIL,5,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
242,FDB0000242,2917,3,,2026-05-28T10:45:00Z,MOBILE_SURVEY,5,NEUTRAL,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
243,FDB0000243,1736,5,,2026-07-07T23:30:00Z,KIOSK,3,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,False
244,FDB0000244,3124,3,72,2026-07-15T10:30:00Z,CHATBOT,2,NEGATIVE,WAIT_TIME,the queue moved slowly and updates were inconsistent,True
245,FDB0000245,2029,3,,2026-07-20T00:00:00Z,MOBILE_SURVEY,2,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,True
246,FDB0000246,14,6,,2026-05-26T01:00:00Z,MOBILE_SURVEY,4,NEUTRAL,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
247,FDB0000247,3185,5,55,2026-07-16T04:45:00Z,MOBILE_SURVEY,2,NEGATIVE,RIDE_DOWNTIME,the ride went down with very little communication,True
248,FDB0000248,4025,3,89,2026-08-08T15:45:00Z,MOBILE_SURVEY,3,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
249,FDB0000249,1387,3,,2026-05-23T00:45:00Z,MOBILE_SURVEY,4,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
250,FDB0000250,2943,6,,2026-06-27T13:45:00Z,MOBILE_SURVEY,3,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
251,FDB0000251,1847,2,29,2026-07-05T18:15:00Z,MOBILE_SURVEY,3,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
252,FDB0000252,2549,4,,2026-06-26T05:45:00Z,MOBILE_SURVEY,4,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
253,FDB0000253,724,2,,2026-07-08T21:00:00Z,MOBILE_SURVEY,4,POSITIVE,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
254,FDB0000254,3793,1,,2026-08-28T21:15:00Z,EMAIL,3,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
255,FDB0000255,4138,3,,2026-08-11T19:15:00Z,MOBILE_SURVEY,4,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
256,FDB0000256,259,3,,2026-08-03T20:15:00Z,MOBILE_SURVEY,3,NEUTRAL,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
257,FDB0000257,585,4,,2026-08-11T14:45:00Z,MOBILE_SURVEY,4,NEUTRAL,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
258,FDB0000258,453,6,,2026-06-30T01:15:00Z,MOBILE_SURVEY,4,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
259,FDB0000259,2743,3,6,2026-06-27T03:30:00Z,MOBILE_SURVEY,5,NEUTRAL,WAIT_TIME,posted wait times stayed close to the actual experience,False
260,FDB0000260,1917,1,,2026-05-22T21:00:00Z,MOBILE_SURVEY,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
261,FDB0000261,4084,3,20,2026-06-21T02:45:00Z,EMAIL,3,NEGATIVE,MASCOT_EXPERIENCE,the entertainment lineup was harder to find than expected,False
262,FDB0000262,2301,3,,2026-06-11T03:45:00Z,MOBILE_SURVEY,4,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
263,FDB0000263,4029,1,31,2026-05-14T05:15:00Z,CHATBOT,2,NEGATIVE,WAIT_TIME,line management felt confusing during the busiest hour,True
264,FDB0000264,3280,1,,2026-07-27T23:00:00Z,CHATBOT,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
265,FDB0000265,101,3,,2026-08-24T16:15:00Z,KIOSK,2,NEGATIVE,VALUE,premium access pricing was hard to justify,True
266,FDB0000266,1778,1,,2026-06-16T22:30:00Z,EMAIL,4,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
267,FDB0000267,1619,1,,2026-07-05T05:30:00Z,SMS,4,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
268,FDB0000268,3091,3,,2026-08-28T20:30:00Z,EMAIL,3,NEGATIVE,FOOD_SERVICE,the dining line and order handoff felt disorganized,False
269,FDB0000269,3146,3,,2026-08-11T11:45:00Z,KIOSK,2,NEGATIVE,CLEANLINESS,trash overflow was noticeable in one of the busiest zones,True
270,FDB0000270,3378,3,89,2026-05-24T11:15:00Z,MOBILE_SURVEY,4,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
271,FDB0000271,2600,3,93,2026-07-26T21:45:00Z,MOBILE_SURVEY,4,POSITIVE,RIDE_DOWNTIME,staff kept the downtime announcement short and well managed,False
272,FDB0000272,1738,5,,2026-08-17T14:30:00Z,MOBILE_SURVEY,4,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
273,FDB0000273,687,1,,2026-08-13T07:15:00Z,KIOSK,1,NEGATIVE,FOOD_SERVICE,food pickup lagged behind the quoted collection time,True
274,FDB0000274,52,3,98,2026-06-16T11:15:00Z,KIOSK,4,POSITIVE,MASCOT_EXPERIENCE,mascot timing and photo flow worked really well,False
275,FDB0000275,3339,6,87,2026-08-21T23:00:00Z,MOBILE_SURVEY,2,NEGATIVE,WAIT_TIME,the queue moved slowly and updates were inconsistent,True
276,FDB0000276,4194,1,,2026-07-09T19:45:00Z,KIOSK,4,POSITIVE,VALUE,mobile offers made the day feel better priced,False
277,FDB0000277,3846,5,,2026-06-09T17:45:00Z,MOBILE_SURVEY,4,NEUTRAL,CLEANLINESS,cleanup crews were visible without getting in the way,False
278,FDB0000278,3405,5,45,2026-08-26T18:15:00Z,MOBILE_SURVEY,2,NEGATIVE,WAIT_TIME,the queue moved slowly and updates were inconsistent,True
279,FDB0000279,1750,5,55,2026-07-29T00:45:00Z,SMS,2,NEGATIVE,WAIT_TIME,wait time information changed too often in the app,True
280,FDB0000280,1292,3,,2026-07-20T02:00:00Z,MOBILE_SURVEY,3,POSITIVE,VALUE,mobile offers made the day feel better priced,False
281,FDB0000281,3709,5,,2026-07-31T19:45:00Z,CHATBOT,3,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
282,FDB0000282,1364,3,,2026-05-29T06:45:00Z,MOBILE_SURVEY,2,NEGATIVE,VALUE,premium access pricing was hard to justify,True
283,FDB0000283,2379,5,,2026-06-05T09:00:00Z,MOBILE_SURVEY,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
284,FDB0000284,2266,3,93,2026-05-25T15:00:00Z,SMS,3,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
285,FDB0000285,2921,1,,2026-05-30T17:00:00Z,MOBILE_SURVEY,1,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
286,FDB0000286,2634,3,44,2026-05-22T03:00:00Z,MOBILE_SURVEY,5,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
287,FDB0000287,613,5,47,2026-06-11T17:15:00Z,MOBILE_SURVEY,5,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
288,FDB0000288,2524,3,39,2026-07-07T10:45:00Z,KIOSK,5,POSITIVE,RIDE_DOWNTIME,the team explained the delay clearly and offered alternatives,False
289,FDB0000289,52,3,69,2026-06-16T11:30:00Z,MOBILE_SURVEY,5,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
290,FDB0000290,3863,1,,2026-07-13T13:45:00Z,KIOSK,1,NEGATIVE,VALUE,food and add-ons pushed the visit above expectations,True
291,FDB0000291,1205,6,94,2026-08-26T10:30:00Z,CHATBOT,1,NEGATIVE,RIDE_DOWNTIME,downtime disrupted the visit more than expected,True
292,FDB0000292,2590,6,,2026-07-20T15:15:00Z,MOBILE_SURVEY,2,NEGATIVE,VALUE,food and add-ons pushed the visit above expectations,True
293,FDB0000293,3187,4,,2026-08-23T08:00:00Z,MOBILE_SURVEY,3,NEUTRAL,CLEANLINESS,restrooms and public walkways stayed clean all day,False
294,FDB0000294,2041,6,87,2026-06-17T23:30:00Z,EMAIL,3,POSITIVE,ACCESSIBILITY,alternate entrance handling was smooth and well staffed,False
295,FDB0000295,2531,3,,2026-06-21T05:15:00Z,CHATBOT,4,POSITIVE,CLEANLINESS,restrooms and public walkways stayed clean all day,False
296,FDB0000296,1368,6,,2026-07-22T07:15:00Z,KIOSK,5,NEUTRAL,FOOD_SERVICE,food service stayed efficient even during a busy window,False
297,FDB0000297,1036,6,101,2026-07-26T14:45:00Z,KIOSK,5,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
298,FDB0000298,1751,1,59,2026-08-19T22:30:00Z,KIOSK,2,NEGATIVE,RIDE_DOWNTIME,the ride went down with very little communication,True
299,FDB0000299,3315,5,,2026-07-17T10:45:00Z,CHATBOT,3,NEGATIVE,CLEANLINESS,restroom upkeep fell behind the crowd volume,False
300,FDB0000300,3790,5,49,2026-06-08T23:00:00Z,MOBILE_SURVEY,2,NEGATIVE,MASCOT_EXPERIENCE,the mascot set ended abruptly and confused guests nearby,True
301,FDB0000301,64,5,45,2026-05-06T14:45:00Z,SMS,4,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
302,FDB0000302,923,5,,2026-08-29T16:00:00Z,CHATBOT,5,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
303,FDB0000303,924,5,,2026-08-19T20:15:00Z,MOBILE_SURVEY,5,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
304,FDB0000304,3432,3,57,2026-05-10T06:30:00Z,MOBILE_SURVEY,2,NEGATIVE,RIDE_DOWNTIME,the ride went down with very little communication,True
305,FDB0000305,2556,3,,2026-06-01T18:00:00Z,MOBILE_SURVEY,5,NEUTRAL,FOOD_SERVICE,mobile ordering pickup was faster than expected,False
306,FDB0000306,1663,3,13,2026-05-27T17:15:00Z,MOBILE_SURVEY,5,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
307,FDB0000307,138,3,,2026-07-13T19:45:00Z,MOBILE_SURVEY,4,POSITIVE,FOOD_SERVICE,food service stayed efficient even during a busy window,False
308,FDB0000308,599,3,6,2026-07-22T19:00:00Z,MOBILE_SURVEY,5,POSITIVE,RIDE_DOWNTIME,staff kept the downtime announcement short and well managed,False
309,FDB0000309,4004,5,66,2026-06-13T04:45:00Z,KIOSK,4,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
310,FDB0000310,653,4,53,2026-07-14T04:00:00Z,EMAIL,5,POSITIVE,MASCOT_EXPERIENCE,mascot timing and photo flow worked really well,False
311,FDB0000311,600,4,,2026-06-18T09:30:00Z,KIOSK,5,NEUTRAL,FOOD_SERVICE,the dining team handled dietary questions well,False
312,FDB0000312,117,3,,2026-05-03T02:15:00Z,SMS,3,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
313,FDB0000313,2037,6,,2026-06-10T16:00:00Z,EMAIL,5,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
314,FDB0000314,1716,5,55,2026-06-08T09:00:00Z,MOBILE_SURVEY,3,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
315,FDB0000315,3364,6,,2026-05-06T22:15:00Z,KIOSK,5,NEUTRAL,VALUE,the mix of rides and entertainment justified the price,False
316,FDB0000316,213,1,103,2026-05-12T00:30:00Z,EMAIL,4,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
317,FDB0000317,2032,3,,2026-06-11T14:00:00Z,CHATBOT,4,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
318,FDB0000318,1329,5,,2026-07-16T16:00:00Z,MOBILE_SURVEY,4,NEUTRAL,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
319,FDB0000319,1939,2,,2026-05-17T14:30:00Z,SMS,1,NEGATIVE,CLEANLINESS,tables and walkways stayed messy during peak lunch time,True
320,FDB0000320,2109,5,36,2026-06-28T04:30:00Z,MOBILE_SURVEY,5,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
321,FDB0000321,1634,3,,2026-05-26T02:15:00Z,SMS,4,POSITIVE,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
322,FDB0000322,2028,6,11,2026-08-22T00:45:00Z,MOBILE_SURVEY,3,NEGATIVE,ACCESSIBILITY,the process required too many separate explanations,True
323,FDB0000323,2419,5,,2026-08-17T14:00:00Z,KIOSK,5,POSITIVE,STAFF_FRIENDLINESS,guest services solved a problem without a long escalation,False
324,FDB0000324,3079,2,75,2026-05-07T04:15:00Z,KIOSK,5,POSITIVE,WAIT_TIME,virtual queue timing was clearer than expected,False
325,FDB0000325,3883,1,,2026-08-22T09:30:00Z,CHATBOT,5,POSITIVE,STAFF_FRIENDLINESS,staff handled questions quickly and stayed upbeat,False
326,FDB0000326,1833,1,,2026-05-17T13:15:00Z,EMAIL,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
327,FDB0000327,4182,6,,2026-07-14T23:30:00Z,MOBILE_SURVEY,4,POSITIVE,VALUE,the mix of rides and entertainment justified the price,False
328,FDB0000328,3708,1,,2026-08-22T17:45:00Z,EMAIL,3,NEGATIVE,VALUE,premium access pricing was hard to justify,True
329,FDB0000329,4001,5,55,2026-05-24T13:45:00Z,MOBILE_SURVEY,3,POSITIVE,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
330,FDB0000330,3335,3,,2026-06-24T03:30:00Z,KIOSK,3,NEUTRAL,CLEANLINESS,the park looked polished even during the afternoon rush,False
331,FDB0000331,319,2,,2026-06-16T23:00:00Z,CHATBOT,5,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
332,FDB0000332,2509,3,39,2026-07-29T22:15:00Z,CHATBOT,5,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
333,FDB0000333,2692,3,,2026-07-28T15:00:00Z,MOBILE_SURVEY,2,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
334,FDB0000334,1932,2,17,2026-08-09T05:15:00Z,CHATBOT,5,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
335,FDB0000335,1779,1,,2026-05-21T17:00:00Z,MOBILE_SURVEY,3,NEUTRAL,FOOD_SERVICE,the dining team handled dietary questions well,False
336,FDB0000336,3230,4,56,2026-07-11T03:30:00Z,KIOSK,4,NEUTRAL,ACCESSIBILITY,support options made the visit much easier to manage,False
337,FDB0000337,947,2,,2026-07-29T00:45:00Z,MOBILE_SURVEY,5,POSITIVE,CLEANLINESS,cleanup crews were visible without getting in the way,False
338,FDB0000338,890,1,33,2026-07-01T01:30:00Z,SMS,3,NEGATIVE,MASCOT_EXPERIENCE,the entertainment lineup was harder to find than expected,False
339,FDB0000339,626,2,,2026-07-19T16:30:00Z,SMS,3,NEGATIVE,VALUE,the experience felt expensive once extras were added,True
340,FDB0000340,2053,3,44,2026-08-13T19:15:00Z,CHATBOT,4,POSITIVE,MASCOT_EXPERIENCE,the entertainment team kept the atmosphere lively,False
341,FDB0000341,4027,2,,2026-05-08T20:15:00Z,SMS,3,NEGATIVE,VALUE,food and add-ons pushed the visit above expectations,True
342,FDB0000342,3096,5,18,2026-07-06T17:15:00Z,MOBILE_SURVEY,4,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
343,FDB0000343,3135,5,,2026-06-26T12:30:00Z,CHATBOT,5,POSITIVE,CLEANLINESS,restrooms and public walkways stayed clean all day,False
344,FDB0000344,2878,5,112,2026-06-23T11:15:00Z,KIOSK,1,NEGATIVE,RIDE_DOWNTIME,the ride went down with very little communication,True
345,FDB0000345,3177,5,22,2026-08-03T20:00:00Z,KIOSK,5,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
346,FDB0000346,1327,5,,2026-05-23T21:15:00Z,EMAIL,2,NEGATIVE,FOOD_SERVICE,menu communication around allergens could be clearer,True
347,FDB0000347,3273,5,,2026-07-16T11:15:00Z,CHATBOT,5,POSITIVE,CLEANLINESS,the park looked polished even during the afternoon rush,False
348,FDB0000348,3377,3,,2026-08-24T17:30:00Z,KIOSK,1,NEGATIVE,STAFF_FRIENDLINESS,it took too long to find someone who could help,True
349,FDB0000349,640,4,30,2026-07-13T11:30:00Z,MOBILE_SURVEY,4,POSITIVE,WAIT_TIME,staff kept the line moving and communicated well,False
350,FDB0000350,191,1,,2026-05-23T10:15:00Z,MOBILE_SURVEY,5,POSITIVE,FOOD_SERVICE,the dining team handled dietary questions well,False
351,FDB0000351,305,5,,2026-05-20T14:45:00Z,MOBILE_SURVEY,4,NEUTRAL,FOOD_SERVICE,the dining team handled dietary questions well,False
352,FDB0000352,467,6,,2026-06-05T17:00:00Z,KIOSK,4,POSITIVE,VALUE,the ticket felt worth it once the add-ons were used,False
353,FDB0000353,2586,2,,2026-07-09T18:00:00Z,MOBILE_SURVEY,5,NEUTRAL,STAFF_FRIENDLINESS,"operators were calm, friendly, and clear with instructions",False
354,FDB0000354,3834,6,52,2026-05-03T17:00:00Z,CHATBOT,4,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
355,FDB0000355,2258,5,18,2026-06-24T13:15:00Z,MOBILE_SURVEY,3,NEUTRAL,RIDE_DOWNTIME,recovery options made the outage less frustrating,False
356,FDB0000356,3106,2,83,2026-07-02T12:15:00Z,EMAIL,5,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
357,FDB0000357,2392,1,26,2026-06-23T05:30:00Z,EMAIL,5,POSITIVE,ACCESSIBILITY,support options made the visit much easier to manage,False
358,FDB0000358,734,3,3,2026-05-14T17:45:00Z,MOBILE_SURVEY,1,NEGATIVE,MASCOT_EXPERIENCE,the entertainment lineup was harder to find than expected,True
359,FDB0000359,952,2,12,2026-07-04T12:00:00Z,CHATBOT,4,POSITIVE,ACCESSIBILITY,accessibility staff explained the process clearly and respectfully,False
360,FDB0000360,3767,4,4,2026-05-19T16:00:00Z,KIOSK,5,POSITIVE,MASCOT_EXPERIENCE,the character interaction felt organized and memorable,False
361,FDB0000361,1068,2,91,2026-08-15T14:15:00Z,EMAIL,5,POSITIVE,WAIT_TIME,posted wait times stayed close to the actual experience,False
