IncidentId,IncidentNumber,Park,Zone,Ride,Ticket,ReportedEmployee,IncidentAt,IncidentType,Severity,Status,ImpactMinutes,Description,ResolutionSummary
142,INC0000142,5,9,,,243,2026-07-28T19:11:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,63,queue line stalled after merge-point crowding increased wait times,staff rerouted the queue and restored dispatch rhythm
143,INC0000143,3,3,78,3911,282,2026-06-29T23:19:00Z,RIDE_OUTAGE,LOW,RESOLVED,20,vehicle cycle stopped for repeated lap-bar fault signal,ride reopened after sensor calibration and supervisor sign-off
144,INC0000144,3,29,,,379,2026-06-09T23:18:00Z,SECURITY_ESCALATION,MEDIUM,RESOLVED,23,guest behavior required supervisor and security response,the incident was documented and the zone reopened after clearance
145,INC0000145,1,2,,,368,2026-05-29T18:06:00Z,COSTUME_MALFUNCTION,LOW,RESOLVED,24,character performer requested backstage relief after visibility issue,the appearance was rescheduled and affected guests received digital recovery cards
146,INC0000146,1,23,43,2314,43,2026-08-26T21:30:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,44,operations paused because wind gusts exceeded operating limits,operations resumed after the weather window cleared and all checks passed
147,INC0000147,4,18,56,,129,2026-06-22T03:40:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,28,operations paused because wind gusts exceeded operating limits,park operations delayed reopening until wind readings normalized
148,INC0000148,3,29,79,1325,303,2026-08-23T13:14:00Z,WEATHER_DELAY,HIGH,RESOLVED,83,storm band forced temporary outdoor attraction shutdown,park operations delayed reopening until wind readings normalized
149,INC0000149,6,24,110,,281,2026-05-25T22:05:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,44,ride control panel triggered a protective shutdown during load,ride reopened after sensor calibration and supervisor sign-off
150,INC0000150,4,1,,4143,219,2026-07-24T22:26:00Z,FOOD_SPILL,LOW,RESOLVED,21,walkway cleanup required after beverage spill near ride exit,temporary routing was removed after cleanup inspection
151,INC0000151,3,8,25,294,128,2026-08-02T12:22:00Z,RIDE_OUTAGE,HIGH,RESOLVED,49,vehicle cycle stopped for repeated lap-bar fault signal,ride reopened after sensor calibration and supervisor sign-off
152,INC0000152,3,29,,,373,2026-07-03T18:20:00Z,LOST_CHILD,HIGH,RESOLVED,77,child location support requested after queue handoff confusion,child was reunited with party after radio-assisted zone sweep
153,INC0000153,2,30,,,52,2026-07-17T19:53:00Z,COSTUME_MALFUNCTION,LOW,RESOLVED,17,mascot costume cooling unit failed during outdoor appearance,the appearance was rescheduled and affected guests received digital recovery cards
154,INC0000154,4,1,4,,308,2026-07-04T16:33:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,89,boarding lane disruption caused temporary hold at the platform,extra attendants reopened the merge lane and stabilized throughput
155,INC0000155,4,20,67,2450,279,2026-08-02T18:44:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,99,queue line stalled after merge-point crowding increased wait times,queue control adjustments cleared the bottleneck
156,INC0000156,5,9,,1944,69,2026-06-13T16:45:00Z,LOST_CHILD,HIGH,RESOLVED,80,party separation reported near the character greeting area,the park-wide locate protocol resolved the incident within minutes
157,INC0000157,1,25,31,,234,2026-08-13T20:46:00Z,RIDE_OUTAGE,HIGH,RESOLVED,93,ride control panel triggered a protective shutdown during load,ride reopened after sensor calibration and supervisor sign-off
158,INC0000158,1,25,31,,229,2026-05-18T07:23:00Z,QUEUE_DISRUPTION,MEDIUM,RESOLVED,54,guest flow backed up near accessibility entrance and dispatch lane,staff rerouted the queue and restored dispatch rhythm
159,INC0000159,3,3,41,,413,2026-06-11T00:52:00Z,RIDE_OUTAGE,CRITICAL,RESOLVED,226,ride dispatch paused after restraint sensor mismatch,ride reopened after sensor calibration and supervisor sign-off
160,INC0000160,6,13,11,667,202,2026-08-21T03:00:00Z,WEATHER_DELAY,LOW,RESOLVED,19,ride suspended after lightning alert reached the park perimeter,park operations delayed reopening until wind readings normalized
161,INC0000161,4,15,19,,162,2026-06-25T22:25:00Z,RIDE_OUTAGE,LOW,RESOLVED,21,vehicle cycle stopped for repeated lap-bar fault signal,ops transferred guests to alternate attractions with recovery passes
162,INC0000162,4,15,19,,322,2026-06-23T00:20:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,36,operations paused because wind gusts exceeded operating limits,park operations delayed reopening until wind readings normalized
163,INC0000163,1,23,103,,173,2026-05-04T19:25:00Z,RIDE_OUTAGE,HIGH,RESOLVED,41,ride dispatch paused after restraint sensor mismatch,ops transferred guests to alternate attractions with recovery passes
164,INC0000164,3,8,,,267,2026-07-22T18:43:00Z,LOST_CHILD,MEDIUM,RESOLVED,44,child location support requested after queue handoff confusion,the park-wide locate protocol resolved the incident within minutes
165,INC0000165,6,11,23,2782,302,2026-07-31T21:02:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,23,ride control panel triggered a protective shutdown during load,ops transferred guests to alternate attractions with recovery passes
166,INC0000166,1,23,,,380,2026-07-18T19:15:00Z,LOST_CHILD,LOW,RESOLVED,22,party separation reported near the character greeting area,the park-wide locate protocol resolved the incident within minutes
167,INC0000167,2,6,27,3486,67,2026-05-16T01:49:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,75,boarding lane disruption caused temporary hold at the platform,queue control adjustments cleared the bottleneck
168,INC0000168,4,1,4,,32,2026-06-20T18:11:00Z,WEATHER_DELAY,LOW,RESOLVED,10,storm band forced temporary outdoor attraction shutdown,park operations delayed reopening until wind readings normalized
169,INC0000169,1,2,71,,1,2026-05-11T02:42:00Z,QUEUE_DISRUPTION,MEDIUM,RESOLVED,30,queue line stalled after merge-point crowding increased wait times,extra attendants reopened the merge lane and stabilized throughput
170,INC0000170,3,8,,,403,2026-07-23T12:46:00Z,FOOD_SPILL,MEDIUM,RESOLVED,50,walkway cleanup required after beverage spill near ride exit,custodial staff sanitized the area and reopened the walkway
171,INC0000171,4,18,56,,311,2026-06-22T03:22:00Z,RIDE_OUTAGE,LOW,RESOLVED,14,vehicle cycle stopped for repeated lap-bar fault signal,ride reopened after sensor calibration and supervisor sign-off
172,INC0000172,2,4,17,319,96,2026-06-17T00:43:00Z,WEATHER_DELAY,LOW,RESOLVED,22,operations paused because wind gusts exceeded operating limits,park operations delayed reopening until wind readings normalized
173,INC0000173,1,27,5,2364,217,2026-06-14T00:00:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,30,ride control panel triggered a protective shutdown during load,maintenance reset the affected train and completed a test cycle
174,INC0000174,3,29,44,357,187,2026-05-20T02:16:00Z,QUEUE_DISRUPTION,MEDIUM,RESOLVED,35,queue line stalled after merge-point crowding increased wait times,staff rerouted the queue and restored dispatch rhythm
175,INC0000175,6,28,,,324,2026-07-09T16:30:00Z,GUEST_MEDICAL,MEDIUM,RESOLVED,48,minor first-aid event reported near the attraction exit,medical response closed the incident after hydration and observation
176,INC0000176,4,20,67,,13,2026-07-14T12:51:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,35,operations paused because wind gusts exceeded operating limits,affected guests received recovery entitlements during the delay window
177,INC0000177,2,4,,,348,2026-05-12T12:51:00Z,SECURITY_ESCALATION,LOW,RESOLVED,24,bag-screening disagreement escalated at the zone entry point,security resolved the situation and released the area back to operations
178,INC0000178,1,27,,3941,82,2026-05-30T13:23:00Z,GUEST_MEDICAL,LOW,RESOLVED,24,minor first-aid event reported near the attraction exit,first-aid team completed assessment and escorted the guest to rest area
179,INC0000179,4,15,19,,150,2026-07-14T22:30:00Z,QUEUE_DISRUPTION,MEDIUM,RESOLVED,18,queue line stalled after merge-point crowding increased wait times,extra attendants reopened the merge lane and stabilized throughput
180,INC0000180,1,25,33,2855,305,2026-08-10T20:37:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,10,queue line stalled after merge-point crowding increased wait times,queue control adjustments cleared the bottleneck
181,INC0000181,1,23,54,1304,43,2026-06-23T09:55:00Z,RIDE_OUTAGE,LOW,RESOLVED,11,ride dispatch paused after restraint sensor mismatch,maintenance reset the affected train and completed a test cycle
182,INC0000182,4,15,19,,311,2026-08-03T03:06:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,38,storm band forced temporary outdoor attraction shutdown,operations resumed after the weather window cleared and all checks passed
183,INC0000183,4,20,,2516,296,2026-08-03T04:10:00Z,LOST_CHILD,MEDIUM,RESOLVED,22,child location support requested after queue handoff confusion,child was reunited with party after radio-assisted zone sweep
184,INC0000184,3,26,,,60,2026-05-07T22:46:00Z,FOOD_SPILL,LOW,RESOLVED,10,food cart overflow caused temporary slip-hazard closure,the spill response team cleared the hazard and restored access
185,INC0000185,1,25,31,744,73,2026-07-22T13:08:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,26,ride dispatch paused after restraint sensor mismatch,ride reopened after sensor calibration and supervisor sign-off
186,INC0000186,6,14,94,2534,248,2026-08-13T02:53:00Z,QUEUE_DISRUPTION,CRITICAL,UNDER_REVIEW,108,queue line stalled after merge-point crowding increased wait times,queue control adjustments cleared the bottleneck
187,INC0000187,6,11,52,1349,319,2026-05-01T20:04:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,53,vehicle cycle stopped for repeated lap-bar fault signal,ride reopened after sensor calibration and supervisor sign-off
188,INC0000188,3,3,,,249,2026-07-05T23:32:00Z,LOST_CHILD,LOW,RESOLVED,9,guardian reported missing child near a parade crossover point,the park-wide locate protocol resolved the incident within minutes
189,INC0000189,1,25,33,,43,2026-05-15T03:19:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,42,vehicle cycle stopped for repeated lap-bar fault signal,maintenance reset the affected train and completed a test cycle
190,INC0000190,6,28,64,3949,35,2026-06-08T12:57:00Z,RIDE_OUTAGE,CRITICAL,RESOLVED,109,ride control panel triggered a protective shutdown during load,ride reopened after sensor calibration and supervisor sign-off
191,INC0000191,1,2,99,,401,2026-08-16T23:15:00Z,WEATHER_DELAY,LOW,RESOLVED,11,operations paused because wind gusts exceeded operating limits,park operations delayed reopening until wind readings normalized
192,INC0000192,1,25,33,1423,300,2026-05-21T00:21:00Z,RIDE_OUTAGE,HIGH,RESOLVED,47,vehicle cycle stopped for repeated lap-bar fault signal,maintenance reset the affected train and completed a test cycle
193,INC0000193,4,18,,2752,32,2026-08-28T15:45:00Z,LOST_CHILD,LOW,RESOLVED,18,party separation reported near the character greeting area,child was reunited with party after radio-assisted zone sweep
194,INC0000194,5,5,,,213,2026-08-07T16:56:00Z,FOOD_SPILL,MEDIUM,RESOLVED,39,food cart overflow caused temporary slip-hazard closure,custodial staff sanitized the area and reopened the walkway
195,INC0000195,3,8,25,,318,2026-06-05T00:35:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,18,boarding lane disruption caused temporary hold at the platform,queue control adjustments cleared the bottleneck
196,INC0000196,5,5,46,,10,2026-08-08T22:12:00Z,RIDE_OUTAGE,CRITICAL,UNDER_REVIEW,117,ride dispatch paused after restraint sensor mismatch,ride reopened after sensor calibration and supervisor sign-off
197,INC0000197,1,25,31,,161,2026-07-15T16:24:00Z,RIDE_OUTAGE,LOW,RESOLVED,18,ride dispatch paused after restraint sensor mismatch,maintenance reset the affected train and completed a test cycle
198,INC0000198,6,28,64,,248,2026-08-22T16:39:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,14,queue line stalled after merge-point crowding increased wait times,staff rerouted the queue and restored dispatch rhythm
199,INC0000199,2,30,,264,338,2026-06-19T17:33:00Z,GUEST_MEDICAL,LOW,RESOLVED,19,guest reported dizziness while exiting the attraction,medical response closed the incident after hydration and observation
200,INC0000200,5,5,15,,274,2026-06-12T16:47:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,21,boarding lane disruption caused temporary hold at the platform,queue control adjustments cleared the bottleneck
201,INC0000201,2,16,75,3064,244,2026-08-05T20:38:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,20,queue line stalled after merge-point crowding increased wait times,extra attendants reopened the merge lane and stabilized throughput
202,INC0000202,1,25,,,161,2026-05-13T03:08:00Z,COSTUME_MALFUNCTION,CRITICAL,CLOSED_WITH_FOLLOWUP,144,costume zipper failure interrupted the scheduled meet-and-greet,costuming swapped the performer into a backup suit and resumed appearances
203,INC0000203,4,18,56,3561,312,2026-08-21T21:51:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,10,queue line stalled after merge-point crowding increased wait times,queue control adjustments cleared the bottleneck
204,INC0000204,3,29,6,464,400,2026-08-15T18:50:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,109,guest flow backed up near accessibility entrance and dispatch lane,extra attendants reopened the merge lane and stabilized throughput
205,INC0000205,6,28,,,64,2026-07-25T12:19:00Z,LOST_CHILD,MEDIUM,RESOLVED,20,guardian reported missing child near a parade crossover point,guest relations completed identity verification and family reunification
206,INC0000206,4,18,,2267,150,2026-08-25T15:39:00Z,COSTUME_MALFUNCTION,LOW,RESOLVED,15,character performer requested backstage relief after visibility issue,entertainment leadership moved the greeting indoors and completed the set
207,INC0000207,4,1,4,,279,2026-08-16T12:08:00Z,QUEUE_DISRUPTION,MEDIUM,RESOLVED,50,queue line stalled after merge-point crowding increased wait times,queue control adjustments cleared the bottleneck
208,INC0000208,3,29,20,2108,333,2026-05-29T19:16:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,22,ride control panel triggered a protective shutdown during load,maintenance reset the affected train and completed a test cycle
209,INC0000209,1,2,99,3196,201,2026-06-23T08:38:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,22,guest flow backed up near accessibility entrance and dispatch lane,extra attendants reopened the merge lane and stabilized throughput
210,INC0000210,5,19,,,323,2026-08-24T21:31:00Z,FOOD_SPILL,LOW,RESOLVED,14,walkway cleanup required after beverage spill near ride exit,temporary routing was removed after cleanup inspection
211,INC0000211,6,14,21,3247,202,2026-06-26T00:06:00Z,RIDE_OUTAGE,LOW,RESOLVED,22,ride control panel triggered a protective shutdown during load,ops transferred guests to alternate attractions with recovery passes
212,INC0000212,4,15,,,312,2026-05-19T15:57:00Z,GUEST_MEDICAL,MEDIUM,RESOLVED,40,guest reported dizziness while exiting the attraction,first-aid team completed assessment and escorted the guest to rest area
213,INC0000213,6,13,11,,394,2026-08-15T01:59:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,104,queue line stalled after merge-point crowding increased wait times,extra attendants reopened the merge lane and stabilized throughput
214,INC0000214,3,29,,1970,11,2026-07-20T17:53:00Z,SECURITY_ESCALATION,LOW,RESOLVED,9,restricted-area access attempt triggered a localized security hold,security resolved the situation and released the area back to operations
215,INC0000215,2,4,2,,262,2026-07-31T10:50:00Z,WEATHER_DELAY,LOW,RESOLVED,16,ride suspended after lightning alert reached the park perimeter,operations resumed after the weather window cleared and all checks passed
216,INC0000216,4,15,19,,312,2026-07-17T20:42:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,20,guest flow backed up near accessibility entrance and dispatch lane,extra attendants reopened the merge lane and stabilized throughput
217,INC0000217,3,29,,3581,267,2026-08-27T15:05:00Z,SECURITY_ESCALATION,CRITICAL,CLOSED_WITH_FOLLOWUP,235,guest behavior required supervisor and security response,the incident was documented and the zone reopened after clearance
218,INC0000218,4,18,,,308,2026-07-27T22:46:00Z,SECURITY_ESCALATION,HIGH,RESOLVED,103,guest behavior required supervisor and security response,supervisor intervention de-escalated the guest interaction without further disruption
219,INC0000219,3,3,,,62,2026-08-01T19:13:00Z,SECURITY_ESCALATION,LOW,RESOLVED,24,bag-screening disagreement escalated at the zone entry point,security resolved the situation and released the area back to operations
220,INC0000220,2,30,34,1436,194,2026-05-01T09:37:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,23,ride dispatch paused after restraint sensor mismatch,ops transferred guests to alternate attractions with recovery passes
221,INC0000221,5,17,32,503,41,2026-06-02T03:38:00Z,RIDE_OUTAGE,LOW,RESOLVED,9,ride dispatch paused after restraint sensor mismatch,maintenance reset the affected train and completed a test cycle
222,INC0000222,1,25,31,3014,380,2026-08-26T22:56:00Z,RIDE_OUTAGE,LOW,RESOLVED,21,vehicle cycle stopped for repeated lap-bar fault signal,ride reopened after sensor calibration and supervisor sign-off
223,INC0000223,3,26,,,197,2026-08-21T06:54:00Z,COSTUME_MALFUNCTION,LOW,RESOLVED,16,character performer requested backstage relief after visibility issue,the appearance was rescheduled and affected guests received digital recovery cards
224,INC0000224,4,1,4,2242,129,2026-08-17T02:00:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,109,queue line stalled after merge-point crowding increased wait times,queue control adjustments cleared the bottleneck
225,INC0000225,1,23,73,1427,76,2026-08-24T19:26:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,31,ride dispatch paused after restraint sensor mismatch,maintenance reset the affected train and completed a test cycle
226,INC0000226,2,30,,,140,2026-05-07T22:34:00Z,GUEST_MEDICAL,LOW,RESOLVED,9,guest reported dizziness while exiting the attraction,first-aid team completed assessment and escorted the guest to rest area
227,INC0000227,4,20,77,1256,279,2026-08-14T17:38:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,42,ride control panel triggered a protective shutdown during load,ride reopened after sensor calibration and supervisor sign-off
228,INC0000228,1,2,99,,201,2026-06-01T01:28:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,25,ride suspended after lightning alert reached the park perimeter,park operations delayed reopening until wind readings normalized
229,INC0000229,2,4,,,239,2026-08-26T22:30:00Z,GUEST_MEDICAL,CRITICAL,UNDER_REVIEW,230,guest reported dizziness while exiting the attraction,first-aid team completed assessment and escorted the guest to rest area
230,INC0000230,6,13,,3617,94,2026-07-02T20:29:00Z,SECURITY_ESCALATION,LOW,RESOLVED,22,guest behavior required supervisor and security response,security resolved the situation and released the area back to operations
231,INC0000231,4,20,30,,308,2026-06-24T22:30:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,19,boarding lane disruption caused temporary hold at the platform,queue control adjustments cleared the bottleneck
232,INC0000232,4,15,,,32,2026-08-01T18:11:00Z,LOST_CHILD,LOW,RESOLVED,15,guardian reported missing child near a parade crossover point,guest relations completed identity verification and family reunification
233,INC0000233,6,28,64,3954,181,2026-07-29T17:03:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,25,storm band forced temporary outdoor attraction shutdown,operations resumed after the weather window cleared and all checks passed
234,INC0000234,1,23,,,284,2026-05-27T09:39:00Z,FOOD_SPILL,CRITICAL,RESOLVED,184,food cart overflow caused temporary slip-hazard closure,temporary routing was removed after cleanup inspection
235,INC0000235,1,25,,2957,161,2026-08-17T14:11:00Z,FOOD_SPILL,LOW,RESOLVED,11,food cart overflow caused temporary slip-hazard closure,the spill response team cleared the hazard and restored access
236,INC0000236,3,26,40,,195,2026-05-26T17:15:00Z,WEATHER_DELAY,HIGH,RESOLVED,55,ride suspended after lightning alert reached the park perimeter,park operations delayed reopening until wind readings normalized
237,INC0000237,6,13,,,106,2026-05-01T23:35:00Z,GUEST_MEDICAL,HIGH,RESOLVED,101,guest reported dizziness while exiting the attraction,first-aid team completed assessment and escorted the guest to rest area
238,INC0000238,1,27,95,,241,2026-08-19T15:03:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,48,ride dispatch paused after restraint sensor mismatch,ride reopened after sensor calibration and supervisor sign-off
239,INC0000239,2,30,,,137,2026-07-19T21:16:00Z,GUEST_MEDICAL,LOW,RESOLVED,12,queue guest requested assistance after heat-related fatigue,medical response closed the incident after hydration and observation
240,INC0000240,2,16,83,2466,242,2026-08-10T00:11:00Z,RIDE_OUTAGE,MEDIUM,RESOLVED,42,vehicle cycle stopped for repeated lap-bar fault signal,maintenance reset the affected train and completed a test cycle
241,INC0000241,6,28,,2413,149,2026-08-04T12:57:00Z,LOST_CHILD,LOW,RESOLVED,23,party separation reported near the character greeting area,guest relations completed identity verification and family reunification
242,INC0000242,2,4,,,328,2026-06-10T16:53:00Z,SECURITY_ESCALATION,HIGH,RESOLVED,106,guest behavior required supervisor and security response,supervisor intervention de-escalated the guest interaction without further disruption
243,INC0000243,4,18,56,,150,2026-05-02T17:00:00Z,RIDE_OUTAGE,LOW,RESOLVED,14,ride control panel triggered a protective shutdown during load,ride reopened after sensor calibration and supervisor sign-off
244,INC0000244,5,22,,,227,2026-06-10T04:25:00Z,LOST_CHILD,MEDIUM,RESOLVED,20,child location support requested after queue handoff confusion,guest relations completed identity verification and family reunification
245,INC0000245,2,4,17,38,406,2026-06-22T14:49:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,18,boarding lane disruption caused temporary hold at the platform,staff rerouted the queue and restored dispatch rhythm
246,INC0000246,2,4,80,,348,2026-05-24T11:43:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,16,boarding lane disruption caused temporary hold at the platform,queue control adjustments cleared the bottleneck
247,INC0000247,2,4,,,246,2026-05-04T16:32:00Z,FOOD_SPILL,LOW,RESOLVED,21,condiment spill prompted rapid response from custodial crew,the spill response team cleared the hazard and restored access
248,INC0000248,4,15,19,1239,13,2026-08-17T00:35:00Z,QUEUE_DISRUPTION,HIGH,RESOLVED,47,guest flow backed up near accessibility entrance and dispatch lane,extra attendants reopened the merge lane and stabilized throughput
249,INC0000249,2,6,12,768,265,2026-06-05T11:42:00Z,RIDE_OUTAGE,LOW,RESOLVED,10,ride dispatch paused after restraint sensor mismatch,ops transferred guests to alternate attractions with recovery passes
250,INC0000250,4,1,,1359,25,2026-07-15T18:18:00Z,GUEST_MEDICAL,MEDIUM,RESOLVED,33,queue guest requested assistance after heat-related fatigue,first-aid team completed assessment and escorted the guest to rest area
251,INC0000251,5,21,112,,136,2026-07-13T01:18:00Z,QUEUE_DISRUPTION,LOW,RESOLVED,22,boarding lane disruption caused temporary hold at the platform,queue control adjustments cleared the bottleneck
252,INC0000252,4,1,,,144,2026-05-02T19:08:00Z,COSTUME_MALFUNCTION,MEDIUM,RESOLVED,24,mascot costume cooling unit failed during outdoor appearance,the appearance was rescheduled and affected guests received digital recovery cards
253,INC0000253,6,13,,,170,2026-05-24T15:12:00Z,COSTUME_MALFUNCTION,HIGH,RESOLVED,108,mascot costume cooling unit failed during outdoor appearance,the appearance was rescheduled and affected guests received digital recovery cards
254,INC0000254,1,27,5,,374,2026-08-21T00:15:00Z,RIDE_OUTAGE,LOW,RESOLVED,8,ride control panel triggered a protective shutdown during load,maintenance reset the affected train and completed a test cycle
255,INC0000255,2,6,,1189,147,2026-06-18T17:03:00Z,SECURITY_ESCALATION,CRITICAL,CLOSED_WITH_FOLLOWUP,129,guest behavior required supervisor and security response,security resolved the situation and released the area back to operations
256,INC0000256,5,5,9,1224,389,2026-05-27T14:20:00Z,RIDE_OUTAGE,LOW,RESOLVED,10,ride dispatch paused after restraint sensor mismatch,maintenance reset the affected train and completed a test cycle
257,INC0000257,4,18,56,,32,2026-05-20T11:56:00Z,WEATHER_DELAY,MEDIUM,RESOLVED,37,storm band forced temporary outdoor attraction shutdown,affected guests received recovery entitlements during the delay window
258,INC0000258,4,18,,,151,2026-06-27T18:38:00Z,GUEST_MEDICAL,LOW,RESOLVED,10,minor first-aid event reported near the attraction exit,medical response closed the incident after hydration and observation
259,INC0000259,3,8,69,,267,2026-07-16T15:30:00Z,RIDE_OUTAGE,HIGH,RESOLVED,63,ride dispatch paused after restraint sensor mismatch,ride reopened after sensor calibration and supervisor sign-off
260,INC0000260,1,25,,,351,2026-08-02T18:19:00Z,FOOD_SPILL,MEDIUM,RESOLVED,22,condiment spill prompted rapid response from custodial crew,custodial staff sanitized the area and reopened the walkway
